Operation,Line Number*,Type,Buyer Item Number,Supplier Item Number*,Short Name*,Item Description*,UNSPSC**,Category ID**,Is Active*,Keywords,Lead Time (in Days)*,Currency Code*,Price*,UOM*,Organization Entity,Item specification,Supported UOM,Conversion Factors For Supported UOM WRT UOM**,Price Per Supported UOM**,Manufacturer,Manufacturer Part Number,Manufacturer Model Number,Minimum Order Quantity,Maximum Order Quantity,Banding,Is Tax Exempt,Contract Number,Contract Line Number,Start Date*,End Date*,GTIN,Image Name,Image URL
"","10224","Material","620606","620606","SOAP,HAND,FOAM,GREEN,1500,CXI","Fragrancefree formulation created specifically for the unique needs of counter mount environments  Size 1500 ml Color Clear QtyCs 4 Manufacturer Gojo","","HAND CLEANERS AND DISPENSERS","Yes","SOAP,HAND,FOAM,GREEN,1500,CXI,620606,8565-04,Gojo,CXi,359,1500 ml,4","1","USD","57.430","CS","","","CS","1","57.430","Go-Jo Industries Inc","8565-04","","1","999999","","No","","","04/21/2022","12/31/2099","","620606.jpg","https://www.nacorporation.com/ItemImages/Summit/620606.jpg"
"","10225","Material","625507","625507","SOAP,HAND,IND,ORANGE WPUM,PRO","Quickacting lotion formula with pumice scrubbing particles for cleaning a broad range of industrial soils, medium dirts and grease. Orange citrus scent.   Size 2000 mL Color White QtyCs 4 Manufacturer Gojo  Manufacturer Item 725504 ARA Item Number 725504","","HAND CLEANERS AND DISPENSERS","Yes","Natural Orange Pumice Hand Cleaner,625507,7255-04,Gojo,,361,2000 mL,4","1","USD","41.420","CS","","","CS","1","41.420","Go-Jo Industries Inc","7255-04","","1","999999","","No","","","12/28/2021","12/31/2099","","625507.jpg","https://www.nacorporation.com/ItemImages/Summit/625507.jpg"
"","10226","Material","626012","626012","SCRAPER,SAFETY,RAZOR BLADE HOL","All metal pocket sized scraper with a retractable blade for safety.  Does not include blades.  Use standard No. 9 1 12 razor blades.    Size 1.5 Effective  IndoorOutdoor QtyCs 1 Manufacturer Ettore  Manufacturer Item 4286","","JANITOR CARTS AND ACCESSORIES","Yes","Pocket Scraper,626012,4286,Ettore,,926,1,1.5","1","USD","1.570","EA","","","EA","1","1.570","Ettore","4286","","1","999999","","No","","","07/16/2022","12/31/2099","","626012.jpg","https://www.nacorporation.com/ItemImages/Summit/626012.jpg"
"","10227","Material","626407","626407","SOAP,HAND,IND,MULTIGREEN,PRO 2","GOJO MULTI GREEN Hand Cleaner Gel refill is ideal for removing light to medium industrial soils and dirt with nonabrasive scrubbing particles. GOJO SANITARY SEALED refills helplock out germs. Fresh dispensing valve with each refill. Refills are easy to load, store and handle. Portion control helps reduce waste.   Size 2000 mL Color Green QtyCs 4  Manufacturer Item 726504 ARA Item Number 726504","","HAND CLEANERS AND DISPENSERS","Yes","Multi-Green Hand Cleanser ,626407,7265-04,Gojo,,361,2000 mL,4","1","USD","51.270","CS","","","CS","1","51.270","Go-Jo Industries Inc","7265-04","","1","999999","","No","","","12/31/2021","12/31/2099","","626407.jpg","https://www.nacorporation.com/ItemImages/Summit/626407.jpg"
"","10228","Material","627012","627012","BLADE,REPLACEMENT,RAZOR,1.5","Razor blades packed in convenient reclosable plastic trays so blades are kept safe and dry to prevent rusting.  Size 1.5 Effective  Fits Pocket Scraper QtyCs 100pk Manufacturer Ettore","","JANITOR CARTS AND ACCESSORIES","Yes","Pocket Scraper Blades ,627012,4515,Ettore,,926,1.5,100/pk","1","USD","10.740","PK","","","PK","1","10.740","Ettore","4515","","1","999999","","No","","","07/16/2022","12/31/2099","","627012.jpg","https://www.nacorporation.com/ItemImages/Summit/627012.jpg"
"","10229","Material","634319","634319","TSP XHVY WT PS CHAMP BULK GWAR","With a premier look and feel, these pieces fit upscale concepts perfectly. Youll find that the finest cutlery delivers the durability to handle even denser foods like steak.  Utensil Teaspoon Color Champagne Weight Heavy QtyCs 1,000 Manufacturer Solo  Manufacturer Item GD7TS0019","","FOOD","Yes","Guildware Cutlery,634319,GD7TS 00019,Solo,,505,1,000","1","USD","114.190","CS","","","CS","1","114.190","Solo","GD7TS-0019","","1","999999","","No","","","05/01/2022","12/31/2099","","634319.jpg","https://www.nacorporation.com/ItemImages/Summit/634319.jpg"
"","12777","Material","EUR125","EUR125","VAC PART,REAR WHEEL ASSEMBLY","","","","Yes","","1","USD","3.770","EA","","","EA","1","3.770","BISSELL HOMECARE","725121","","1","999999","","No","","","01/13/2023","12/31/2099","","",""
"","10230","Material","663219","663219","PLATE FOAM 9 WHITE UNLAMINATE","Add a look of elegance to your foodservice operation with Dart foam plastic dinnerware. Available in a wide range of styles and sizes, foam dinnerware is lighter than china, yet strong enough to hold a full portion without bending. Superior insulating qualities make Dart foam dinnerware perfect for both hot and cold foods. Quiet Classic dinnerware lines are available in white, honey, or black and are laminated for extra strength and gloss. Our Concorde dinnerware line offers the same Dart quality in a nonlaminated version.  Size 9 ColorDesign White QtyCs 500 Style Round Manufacturer Dart","","FOOD","Yes","Foam Plate 9'' Unlaminated,663219,9PWCR,Dart,,515,500,9","1","USD","50.620","CS","","","CS","1","50.620","Solo","9PWCR","","1","999999","","No","","","05/01/2022","12/31/2099","","663219.jpg","https://www.nacorporation.com/ItemImages/Summit/663219.jpg"
"","10231","Material","666405","666405","PLUG,MALE,3 PRONG,15 AMP.125 V","  Manufacturer Century Wire  Cable ","","","Yes","PLUG,MALE,3 PRONG,15 AMP.125 VOLT,666405,,Century Wire & Cable ,,925","1","USD","5.200","EA","","","EA","1","5.200","Century Wire","NEMA 5-15P","","1","999999","","No","","","03/29/2023","12/31/2099","","666405.jpg","https://www.nacorporation.com/ItemImages/Summit/666405.jpg"
"","10232","Material","673116","673116","PAIL,5GAL,WHITE,PLASTIC,WHAND","Lightduty for cleaning, carrying tools and storage. Made of Highdensity polyethylene and tapered for easy stacking. Lids sold separately.     Size 5 Gallons Color  White QtyCs 1 Manufacturer Cincinnati Container","","JANITOR CARTS AND ACCESSORIES","Yes","Pail,673116,227055,Cincinnati Container,,329,1,5 Gallons","1","USD","7.160","EA","","","EA","1","7.160","CINCINNATI CONTAINER","227055","","1","999999","","No","","","08/24/2021","12/31/2099","","673116.jpg","https://www.nacorporation.com/ItemImages/Summit/673116.jpg"
"","10235","Material","730011","730011","FLOOR CLEANER,RUBBER,PROFI","Specifically designed for preparation and ongoing maintenance of specialty floors such as rubber and linoleum. An integral part of a comprehensive floor care program for cleaning, stripping and sealing rubber floors. Is highly effective, solventfree and emulsifies dirt quickly. White in color with a surfactant scent.    Size 1 Gallon Dilution 132  1128 QtyCs 4 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Profi Floor Cleaner and Grease Remover ,730011,4512759 ,Diversey,,166,1 Gallon,4","1","USD","60.510","CS","","","CS","1","60.510","Diversey","94512759","","1","999999","","No","","","03/31/2023","12/31/2099","","730011.jpg","https://www.nacorporation.com/ItemImages/Summit/730011.jpg"
"","10236","Material","730119","730119","DEGREASER,BREAK UP,41 GAL","Cleans even hard to clean grout without scrubbing. Helps meet rigid government inspection standards. Removes protein, fats, grease, oils and other food soils.    Size 1 Gallon Dilution 120  1256 QtyCs 4 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Break-Up Foaming Grease Cleaner,730119,4495,Diversey,,275,1 Gallon,4","1","USD","45.920","CS","","","CS","1","45.920","Diversey","904495","","1","999999","","No","","","03/31/2023","12/31/2099","","730119.jpg","https://www.nacorporation.com/ItemImages/Summit/730119.jpg"
"","10237","Material","730219","730219","FINISH,FLOOR,CAREFREE,5 GAL","This easytoapply floor sealerfinish is  formulated to work with any maintenance method and equipment on all types of floors.  Replace all of your floor finishes with one.     Size 5 Gallons Solids 20 QtyCs 1 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Carefree Floor Finish ,730219,5431,Diversey,,344,1,5 Gallons","1","USD","77.750","CS","","","CS","1","77.750","Diversey","5104731","","1","999999","","No","","","03/31/2023","12/31/2099","","730219.jpg","https://www.nacorporation.com/ItemImages/Summit/730219.jpg"
"","10238","Material","730515","730515","RESTROOM CLEANER,CREW NA,SMART","The one product for the entire restroom. Cleans, disinfects and deodorizes toilet bowls, urinals, sinks, faucets, walls, countertops and other bathroom surfaces in one easy step. Pleasant fragrance. EPA registered.     Size 1.4 Liters Smartdose Dilution 1128 QtyCs 2 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Non-Acid Bowl & Bath Disinfectant Cleaner,730515,5019237,Diversey,Crew,370,1.4 Liters Smartdose,2","1","USD","50.980","CS","","","CS","1","50.980","Diversey","5019237","","1","999999","","No","","","03/31/2023","12/31/2099","","730515.jpg","https://www.nacorporation.com/ItemImages/Summit/730515.jpg"
"","10239","Material","730519","730519","RESTROOM CLEANER,CREW,9.25 HC","9.25 hydrochloric acid formula clings to vertical surfaces. Cleans, disinfects and  deodorizes. Effectively removes buildups of rust stains, lime scale, hard water deposits, uric acid salts and other  minerals.      Size 1 Quart Dilution RTU QtyCs 12 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Clinging Disinfectant Toilet Bowl Cleaner,730519,4578,Diversey,Crew,370,1 Quart,12","1","USD","23.560","CS","","","CS","1","23.560","Diversey","04578","","1","999999","","No","","","03/31/2023","12/31/2099","","730519.jpg","https://www.nacorporation.com/ItemImages/Summit/730519.jpg"
"","10241","Material","731019","731019","SEALER,FLOOR,FORTIFY,5 GAL","A clear waterbased acrylic sealer.  Designed for use on hard, nonresilient floors. Specially formulated to be compatible with terrazzo and concrete flooring.  Adheres to alkaline or acidhardened surfaces. Eliminates concrete dusting. Makes floors easier to keep clean.  Size 5 Gallons Solids 15 QtyCs 1 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Fortify Hard Surface Sealer ,731019,5104781,Diversey,,344,1,5 Gallons","1","USD","66.450","CS","","","CS","1","66.450","Diversey","5104781","","1","999999","","No","","","03/31/2023","12/31/2099","","731019.jpg","https://www.nacorporation.com/ItemImages/Summit/731019.jpg"
"","10242","Material","731219","731219","GLASS CLEANER,GLANCE,RTU","Nonstreaking, nonsmearing, quick drying formula. Cleans and shines glass, mirrors, sinks, countertops, stainless steel, and many other washable surfaces. Made available in multiple delivery systems.  Size 1 Quart Dilution RTU QtyCs 12 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","20.140","CS","","","CS","1","20.140","Diversey","04705","","1","999999","","No","","","03/31/2023","12/31/2099","","731219.jpg","https://www.nacorporation.com/ItemImages/Summit/731219.jpg"
"","10243","Material","731519","731519","DEODORIZER,GOOD SENSE,APPLE,RT","Helps neutralize tobacco, mold, mildew and urine surfaceairborne odors.  Formulated for tough odors. Use it to reduce tobacco, smoke, mold, mildew, urine and many more malodors.   Size 1 Quart Fragrance Apple  QtyCs 12 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Liquid Odor Counteractant,731519,4439,Diversey,Good Sense,291,1 Quart,12","1","USD","24.250","CS","","","CS","1","24.250","Diversey","04439","","1","999999","","No","","","03/31/2023","12/31/2099","","731519.jpg","https://www.nacorporation.com/ItemImages/Summit/731519.jpg"
"","10244","Material","732119","732119","STRIPPER,FLOOR,PRO STRIP,5 GAL","Specially formulated nonflammable, reduced odor stripper for toughtoremove, ultra high speed burnished finishes.  Can be applied on VCT, terrazzo, and concrete floors.  Size 5 Gallons Dilution 14  110 QtyCs 1 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","60.650","CS","","","CS","1","60.650","Diversey","95032360","","1","999999","","No","","","03/31/2023","12/31/2099","","732119.jpg","https://www.nacorporation.com/ItemImages/Summit/732119.jpg"
"","10245","Material","732919","732919","MAINTAINER,SPRAY BUFF,SNAP BAC","Gives you that justfinished shine. Keeps your floors looking their best at all times. Delivers stateoftheart performance and cost efficiency.  Leaves floors with a high gloss, removes black heel marks and scuffs, and repairs scratches.     Size 1 Gallon Dilution RTU QtyCs 4 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Snapback Spray Buff,732919,4116,Diversey,,346,1 Gallon,4","1","USD","58.230","CS","","","CS","1","58.230","Diversey","904116","","1","999999","","No","","","03/31/2023","12/31/2099","","732919.jpg","https://www.nacorporation.com/ItemImages/Summit/732919.jpg"
"","10246","Material","733019","733019","MAINTAINER,UHS RESTORER,SNAPBA","Specially formulated to restore and maintain a continuous wet look with UHS burnishing. Fills in scratches and scuffs so the finish maintains a smoother, deeper gloss when burnished. Prevents finish buildup.   Size 1 Gallon Dilution 14 QtyCs 4 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Snapback UHS Restorer,733019,4134,Diversey,,346,1 Gallon,4,HARD FLOOR CARE","1","USD","60.350","CS","","","CS","1","60.350","Diversey","04134","","1","999999","","No","","","03/31/2023","12/31/2099","","733019.jpg","https://www.nacorporation.com/ItemImages/Summit/733019.jpg"
"","10247","Material","733320","733320","DISINFECTANT,ALPHA HP,RTD","An allinone, multisurface restroom disinfectant cleaner concentrate based on proprietary AHP  technology. This product has broad spectrum antimicrobial activity and excellent cleaning performance. Colorless with a citrus scent.    Size 1.5 Liters  RTD Dilution 164  1256 QtyCs 2","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","51.140","CS","","","CS","1","51.140","Diversey","5549254","","1","999999","","No","","","03/31/2023","12/31/2099","","733320.jpg","https://www.nacorporation.com/ItemImages/Summit/733320.jpg"
"Update","10248","Material","734019","734019","FINISH,FLOOR,VECTRA,5 GAL","Provides a diamondlike brilliance, clarity and durability. Advantages include a faster, early cure time, better buff response, reduced marking, scuffing and scratching, and improved dirt resistance over other scrub  recoat products. Works with 150175 rpm equipment.  Size 5 Gallons Solids 19 QtyCs 1 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Vectra Floor Finish ,734019,5105047,Diversey,,344,1,5 Gallons","1","USD","58.310","CS","","","CS","1","58.310","Diversey","5105047","","1","999999","","No","","","03/31/2023","12/31/2099","","734019.jpg","https://www.nacorporation.com/ItemImages/Summit/734019.jpg"
"","10249","Material","734319","734319","CARPET SPOTTER,GENERAL PURPOSE","All purpose waterbased spotter.  Low residue, water based formula will not resoil your carpet. Remove tough stains, even old ones. Product is safe to use on all carpets, including wool.    Size 1 Quart Dilution RTU QtyCs 6 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","28.330","CS","","","CS","1","28.330","Diversey","904192","","1","999999","","No","","","03/31/2023","12/31/2099","","734319.jpg","https://www.nacorporation.com/ItemImages/Summit/734319.jpg"
"","10250","Material","734519","734519","SEAL,FLOOR,PLAZA PLUS,5 GAL","Long lasting, high gloss sealerfinish specifically formulated for stone floors that endure high traffic loads. Simplify stone floor maintenance, use one product to seal and finish. Exhibits exceptional gloss, leveling and long lasting durability. Easy to maintain in conventional and UHS programs. Use on terrazzo, quarry tile, brick, slate, granite, marble, unglazed ceramic and Mexican tile.    Size 5 Gallons Solids 19.8  20.2 QtyCs 1 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Plaza Plus Hard Surface Sealer/Finish ,734519,4171,Diversey,,344,1,5 Gallons","1","USD","66.520","CS","","","CS","1","66.520","Diversey","5104933","","1","999999","","No","","","04/11/2023","12/31/2099","","734519.jpg","https://www.nacorporation.com/ItemImages/Summit/734519.jpg"
"","10251","Material","734919","734919","FINISH,FLOOR,SIGNATURE UHS,5 G","The worlds 1 selling floor finish. Provides unsurpassed wet look gloss, excellent durability and dirt release characteristics.  Simple to apply and maintain.  No restorer required.   Size 5 Gallons Solids 20 QtyCs 1 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Signature UHS Floor Finish ,734919,5104950 ,Diversey,,344,1,5 Gallons","1","USD","72.260","CS","","","CS","1","72.260","Diversey","5104950","","1","999999","","No","","","03/31/2023","12/31/2099","","734919.jpg","https://www.nacorporation.com/ItemImages/Summit/734919.jpg"
"","10272","Material","760033","760033","SANITIZER,HAND,FOAM,PURELL,HLT","","","HAND CLEANERS AND DISPENSERS","Yes","SANITIZER,HAND,FOAM,PURELL,HLTH,ES4,760033,5053-02,Gojo,,0,1200ml,2","1","USD","35.380","CS","","","CS","1","35.380","Go-Jo Industries Inc","5053-02","","1","999999","","No","","","12/31/2021","12/31/2099","","760033.jpg","https://www.nacorporation.com/ItemImages/Summit/760033.jpg"
"","10252","Material","735519","735519","STRIPPER,BASEBOARD,BRAVO POWER","A nonsolvenated floor stripper.   Recommended for removal of all types of metal interlock floor polish from a wide variety of surfaces.   Extra heavyduty, ready to use, and pleasantly scented.  Recommended for removal of all types of metal interlock floor polish from a wide variety of surfaces.  Size 23 oz. QtyCs 12 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","58.760","CS","","","CS","1","58.760","Diversey","94966769","","1","999999","","No","","","03/31/2023","12/31/2099","","735519.jpg","https://www.nacorporation.com/ItemImages/Summit/735519.jpg"
"","10253","Material","735619","735619","NEUTRAL CLEANER,STRIDE CITRUS,","A nonalkaline general purpose cleaner. Designed for use on most floor types, along with other washable surfaces, including ceramic, chrome and porcelain. Does not require rinsing and can be used in buckets, spray bottles or in automatic scrubbing machines.  Citrus scent.    Size 5 Gallons Dilution 1321128 QtyCs 1 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Stride Citrus Neutral Cleaner,735619,3906,Diversey,,166,1,5 Gallons","1","USD","21.270","CS","","","CS","1","21.270","Diversey","903906","","1","999999","","No","","","03/31/2023","12/31/2099","","735619.jpg","https://www.nacorporation.com/ItemImages/Summit/735619.jpg"
"","10254","Material","736519","736519","RESTROOM CLEANER,EMEREL CREAM","Quickly removes stubborn spots, buildup, scuffs, grease, rubber marks, and soap scum on porcelain, ceramic, stainless steel, chrome, formica, fiberglass, and other surfaces.  Provides controlled sudsing so it rinses freely for a clean, bright surface.   Size 1 Quart Dilution RTU QtyCs 12 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","37.450","CS","","","CS","1","37.450","Diversey","94995295","","1","999999","","No","","","03/31/2023","12/31/2099","","736519.jpg","https://www.nacorporation.com/ItemImages/Summit/736519.jpg"
"","10255","Material","737319","737319","AP CLEANER,WALL POWER FOAM,AER","Cleans all washable surfaces. Powerpacked  cuts through dirt, grime and grease buildup without rubbing.   Size 24 oz. QtyCs 12 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Wall Power Foam Action Cleaner,737319,5401786,Diversey,,282,12,24 oz.","1","USD","43.100","CS","","","CS","1","43.100","Diversey","95401786","","1","999999","","No","","","03/31/2023","12/31/2099","","737319.jpg","https://www.nacorporation.com/ItemImages/Summit/737319.jpg"
"","10256","Material","737419","737419","FLOOR CLEANER,NEUTRALIZECONDI","Effervescing rinsewater additive neutralizes alkaline residue after stripping or cleaning. Conditions floors for better sealing and brighter finishes. Counteracts urine odors on hard surfaces. Helps remove salt residue left by some ice melters. Singleuse packets and bottles will complete any cleaning program.   Size 180 Packets Dilution 1768 QtyCs 2 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","49.690","CS","","","CS","1","49.690","Diversey","917048","","1","999999","","No","","","03/31/2023","12/31/2099","","737419.jpg","https://www.nacorporation.com/ItemImages/Summit/737419.jpg"
"","10257","Material","737919","737919","RESTROOM CLEANER,CREW 23 HCL","Powerful 23 hydrochloric acid formula  for periodic maintenance. Quickly removes rust stains, lime, scale, uric acid and other mineral deposits. Leaves even the dirtiest bowls sparkling clean.  Kills many harmful bacteria and the odors caused by them.  Size 1 Quart Dilution RTU QtyCs 12 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Heavy Duty Toilet Bowl Cleaner,737919,4560,Diversey,Crew,370,1 Quart,12","1","USD","39.540","CS","","","CS","1","39.540","Diversey","04560","","1","999999","","No","","","03/31/2023","12/31/2099","","737919.jpg","https://www.nacorporation.com/ItemImages/Summit/737919.jpg"
"","10258","Material","753119","753119","DEGREASER,SPITFIRE,JFILL","Superstrength formula eliminates grease, petroleum and food soils. This powerful cleaner works on the toughest dirt, grime and stains on a wide variety of surfaces. Lightly scented and pleasant to use, this norinse formula leaves no residue.   Size 2.5 Liters JFill Dilution 112 QtyCs 2 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Spitfire SC Power Cleaner,753119,5892221,Diversey,,275,2,2.5 Liters J-Fill","1","USD","61.380","CS","","","CS","1","61.380","Diversey","95892221","","1","999999","","No","","","03/31/2023","12/31/2099","","753119.jpg","https://www.nacorporation.com/ItemImages/Summit/753119.jpg"
"","10259","Material","753219","753219","DEGREASER,SPITFIRE,RTD","Superstrength formula eliminates grease, petroleum and food soils. This powerful cleaner works on the toughest dirt, grime and stains on a wide variety of surfaces. Lightly scented and pleasant to use, this norinse formula leaves no residue.  Size 5 Liters RTD Dilution 116 QtyCs 1 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Spitfire SC Power Cleaner,753219,5892546,Diversey,,275,1,5 Liters RTD","1","USD","87.630","CS","","","CS","1","87.630","Diversey","95892546","","1","999999","","No","","","03/31/2023","12/31/2099","","753219.jpg","https://www.nacorporation.com/ItemImages/Summit/753219.jpg"
"","10260","Material","753319","753319","DEGREASER,SPITFIRE,RTU","Superstrength formula eliminates grease, petroleum and food soils. This powerful cleaner works on the toughest dirt, grime and stains on a wide variety of surfaces. Lightly scented and pleasant to use, this norinse formula leaves no residue. Red in color with a fresh pine scent. NSF C1 Registered.    Size 1 Quart Dilution RTU QtyCs 12 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Spitfire Power Cleaner ,753319,5891789,Diversey,,275,1 Quart,12","1","USD","30.890","CS","","","CS","1","30.890","Diversey","95891789","","1","999999","","No","","","03/31/2023","12/31/2099","","753319.jpg","https://www.nacorporation.com/ItemImages/Summit/753319.jpg"
"","10261","Material","755615","755615","AP CLEANER,PER DIEM,SMARTDOSE","A concentrated general purpose cleaner with proprietary Accelerated Hydrogen Peroxide technology for highproductivity cleaning. Depending on dilution, this product can be used for a variety of cleaning applications, including floors, glass and other hard surfaces. Can be used in floor scrubbers, mop and bucket and sprayandwipe cleaning. At dilution, formula is safe for use on marble. Contains no added dyes or fragrance. Product can be used for carpet extraction, prespray and spotting. Colorless and odorless.  Size 1.4 Liters Smartdose Dilution 164  1256 QtyCs 2 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","General Purpose Cleaner with Hydrogen Peroxide ,755615,5019481,Diversey,J-Fill,166,1.4 Liters Smartdose,2","1","USD","49.020","CS","","","CS","1","49.020","Diversey","95019481","","1","999999","","No","","","03/31/2023","12/31/2099","","755615.jpg","https://www.nacorporation.com/ItemImages/Summit/755615.jpg"
"","10265","Material","760012","760012","SOAP,HAND,FOAM,DYFF FREE,PURE","Dyefree, fragrancefree hand soap, designed for the healthcare environment. Helps wash away dirt and bacteria commonly found in a healthcare environment Designed for frequent use in a healthcare environment Enriched with moisturizers and skin conditioners Dyefree and fragrancefree Hypoallergenic Free of phthalates, parabens and triclosan ECOLOGO  Certified to UL 2784 Hand Cleaner Standard USDA Certified Biobased Compatible with nitrile, latex, and vinyl gloves Rinses clean for easy gloving  Size 1200ml Color clear QtyCs 2 Manufacturer Gojo","","HAND CLEANERS AND DISPENSERS","Yes","Purell Health Care Gentle and Free foam,760012,7772-02,Gojo,,359,1200ml,2","1","USD","37.660","CS","","","CS","1","37.660","Go-Jo Industries Inc","7772-02","","1","999999","","No","","","10/20/2022","12/31/2099","","760012.JPG","https://www.nacorporation.com/ItemImages/Summit/760012.JPG"
"","10266","Material","760015","760015","SOAP,HAND,FOAM,CRT,PURELL,ES8","This exceptionally mild foam hand soap helps remove dirt and germs plus helps keep your staffs skin healthy in environments where they are washing and sanitizing their hands frequently.   Powered by CLEAN RELEASE Technology, this soap reaches into skins cracks and crevices 2X better than regular soap to remove dirt and germs. It also offers a 0.53 log germ removal improvement on dry, irritated skin compared to regular soap, leaving 3.4X fewer germs left on skin.  PURELL Healthcare CRT HEALTHY SOAP Foam refills work with the PURELL ES8 TouchFree Hand Sanitizer Dispenser. Made by the leader in dispensers for healthcare facilities, these alwaysready hand sanitizer refills come with energyontherefill, eliminating the need to change batteries and reducing maintenance time.  Case Includes 2  1200 mL PURELL Healthcare CRT HEALTHY SOAP High Performance Foam Refills for the ES8 TouchFree Soap Dispenser. Each 1200 mL refill holds up to 1,330 uses. ES8 dispensers sold separately.  Size 1200ml Col","","HAND CLEANERS AND DISPENSERS","Yes","Purell Health Care CRT foam soap,760015,7785-02,Gojo,,359,1200ml,2","1","USD","40.100","CS","","","CS","1","40.100","Go-Jo Industries Inc","7785-02","","1","999999","","No","","","12/28/2021","12/31/2099","","760015.JPG","https://www.nacorporation.com/ItemImages/Summit/760015.JPG"
"","10267","Material","760016","760016","SANITIZER,HAND,FOAM,PURELL,HC,","PURELL Healthcare Advanced Hand Sanitizer Foam for the ES6 TouchFree Hand Sanitizer Dispenser. Proven to kill 99.99 percent of germs without damaging skin, PURELL hand sanitizer is the No. 1 brand most used by hospitals, and it is preferred by healthcare workers.  This hypoallergenic hand sanitizer is designed for frequent use in healthcare environments, with four conditioners that are clinically proven to maintain skin health. PURELL Hand Sanitizer is uniquely formulated to meet healthcare hand hygiene protocol, exceeding FDA healthcare personnel hand wash requirements with just 1.1 milliliters of product. The formulation is free of parabens, phthalates, and harsh ingredients, so skin does not dry out. Hands feel soft, even after many uses.  Case Includes 2  1200 mL PURELL Healthcare Advanced Hand Sanitizer Foam Refills for the ES6 TouchFree Hand Sanitizer Dispenser. Each refill holds up to 1,091 uses. ES6 dispenser 642001, 642401 sold separately.  Size 1200ml Color Clear QtyCs 2 Manu","","HAND CLEANERS AND DISPENSERS","Yes","Purell Heath Care advanced sanitizer foam,760016,6453-02,Gojo,,362,1200ml,2","1","USD","48.700","CS","","","CS","1","48.700","Go-Jo Industries Inc","6453-02","","1","999999","","No","","","12/31/2021","12/31/2099","","760016.JPG","https://www.nacorporation.com/ItemImages/Summit/760016.JPG"
"","10268","Material","760017","760017","SANITIZER,HAND,FOAM,PURELL,HC,","Advanced foam hand sanitizer formulation designed for healthcare environments. Kills more than 99.99 of most common germs that may cause illness in a healthcare setting, including MRSA  VRE Exceeds FDA healthcare personnel handwash requirements with just 1.1 milliliters of product Outperforms other hand sanitizers ounce for ounce Enhanced with a nourishing blend of four skin conditioners, clinically proven to maintain skin health Hypoallergenic Dermatologist tested Compatible with nitrile, vinyl, and latex gloves Chlorhexidine Gluconate CHG compatible formulation Dye free Energyontherefill technology  every refill has a builtin energy source, designed to last as long as the refill  Size 1200ml Color Clear QtyCs 2 Manufacturer Gojo","","HAND CLEANERS AND DISPENSERS","Yes","Purell Health Care advanced sanitizer foam,760017,7753-02,Gojo,,362,1200ml,2","1","USD","56.370","CS","","","CS","1","56.370","Go-Jo Industries Inc","7753-02","","1","999999","","No","","","12/31/2021","12/31/2099","","760017.JPG","https://www.nacorporation.com/ItemImages/Summit/760017.JPG"
